station,week,observed,median,lower,upper
Sox-35th-Dan Ryan,26,0.6525619004448666,0.0022279325,-0.505896983,0.5148698777500001
Sox-35th-Dan Ryan,27,0.1301974388047657,0.0073321678,-0.48918763275,0.522647764
Sox-35th-Dan Ryan,28,-0.0758188365573513,0.00273471855,-0.49762472625,0.46732483775
Sox-35th-Dan Ryan,29,0.1232200065614064,-0.00658769795,-0.5219325535,0.5046082017500001
Sox-35th-Dan Ryan,30,-0.3307635813113201,0.00899822395,-0.48690812824999996,0.50706040875
Sox-35th-Dan Ryan,31,0.4260437345421248,0.00278593485,-0.5082071597500001,0.4978504892500001
Sox-35th-Dan Ryan,32,-0.1398570324730981,-0.00616677045,-0.51635867875,0.506152289
Sox-35th-Dan Ryan,33,0.0002877449448677183,-0.011321146,-0.49843047075,0.5003704457500003
Sox-35th-Dan Ryan,34,0.0235987410399793,0.009931518149999999,-0.47451093725,0.4929868147500001
Sox-35th-Dan Ryan,35,0.178248231406318,0.00209363735,-0.516646457,0.5191207232500002
Sox-35th-Dan Ryan,36,-0.6242859833111192,0.007249879650000001,-0.46211724024999995,0.49329244325000005
Sox-35th-Dan Ryan,37,0.6136968704683214,0.011397695999999999,-0.47326979175,0.5112702705000001
Sox-35th-Dan Ryan,38,-0.4752067628573568,-0.028903382499999998,-0.4981493925,0.44083634925000004
Sox-35th-Dan Ryan,39,0.4940379379053086,0.0133237405,-0.46030946749999996,0.4889094257500002
Sox-35th-Dan Ryan,40,-0.6425863621838976,-0.023817990999999997,-0.50879628125,0.4309107655
Sox-35th-Dan Ryan,41,-0.0620055962050321,0.0085783263,-0.5010260809999999,0.5288426455000003
Sox-35th-Dan Ryan,42,0.040855959411882,-0.0070589877500000005,-0.477400539,0.46202120275
Sox-35th-Dan Ryan,43,-0.0518607189865649,-0.045067011,-0.5462848975,0.45541794275
Sox-35th-Dan Ryan,44,0.0337648130196095,-0.0241349755,-0.55434709875,0.4773236195
Sox-35th-Dan Ryan,45,-0.3277306974754372,-0.038927267,-0.5222811142499999,0.47428365725
Sox-35th-Dan Ryan,46,0.3002420556850644,-0.029239921500000002,-0.5526934402499999,0.4656888467500001
Sox-35th-Dan Ryan,47,-0.0618814545267278,-0.0732803765,-0.583364196,0.45507966250000015
Sox-35th-Dan Ryan,48,-0.0676899115683893,-0.0395457545,-0.5375471405,0.4559071642500001
Sox-35th-Dan Ryan,49,-0.4407183057020631,-0.058571436500000004,-0.5610632234999999,0.45901153450000015
Sox-35th-Dan Ryan,50,-0.0524941987421048,-0.059790344,-0.5590224615,0.4302292907500002
Sox-35th-Dan Ryan,51,0.0658188462501065,0.10734879,-0.38988071350000003,0.598397062
Sox-35th-Dan Ryan,52,0.1373708028523381,0.008582164350000001,-0.50565660425,0.517904514
Sox-35th-Dan Ryan,53,0.0306755094430846,0.059176859,-0.43741984624999997,0.5917190265000001
Sox-35th-Dan Ryan,54,0.0884206399222442,0.0243705125,-0.473557921,0.55201378725
Sox-35th-Dan Ryan,55,0.0352193361975423,0.047026891,-0.43909311275,0.55721267525
Sox-35th-Dan Ryan,56,0.1238754814092004,0.0100971625,-0.51137776225,0.49368734500000006
Sox-35th-Dan Ryan,57,-0.0471753952323537,0.031431806,-0.43751107175,0.5017513222500001
Sox-35th-Dan Ryan,58,-0.0062005021251474,0.015785341,-0.503815448,0.500001899
Sox-35th-Dan Ryan,59,0.1207222222125192,0.035737579,-0.47846084650000004,0.5294520745000001
Sox-35th-Dan Ryan,60,-0.0413708384517566,-0.0059070011,-0.48765869925,0.47476524300000017
Sox-35th-Dan Ryan,61,-0.0302431516866361,0.0067346031,-0.49611152075,0.5087946602500001
Sox-35th-Dan Ryan,62,0.0635167799057736,0.018317346499999998,-0.461214502,0.49796683525000013
Sox-35th-Dan Ryan,63,0.0002058036640315564,0.008705364699999999,-0.509028606,0.49956299000000004
Sox-35th-Dan Ryan,64,0.0506551651138451,0.015787738,-0.510943637,0.5134530137500002
Sox-35th-Dan Ryan,65,0.5918970545601097,0.017274578,-0.481597658,0.5223259082500001
Sox-35th-Dan Ryan,66,-0.5169231484705206,0.001024804305,-0.5116773539999999,0.4810155700000001
Sox-35th-Dan Ryan,67,0.4114363553810092,-0.0049931707499999995,-0.4852809385,0.49702082400000014
Sox-35th-Dan Ryan,68,-0.2076439906279548,0.0268477425,-0.48248916275000003,0.48788803650000045
Sox-35th-Dan Ryan,69,0.5669374288679823,0.010040852,-0.489500757,0.5035233880000003
Sox-35th-Dan Ryan,70,-0.6369035261460674,0.0059505804,-0.47813962174999997,0.5266996877500001
Sox-35th-Dan Ryan,71,0.3865542881455086,0.0018461649,-0.48678543625,0.5113567587500001
Sox-35th-Dan Ryan,72,-0.2323128950853954,0.009791014050000001,-0.47105278725,0.5190838310000001
Sox-35th-Dan Ryan,73,0.4674321238394636,0.00264847105,-0.50806379825,0.48973792875000005
Sox-35th-Dan Ryan,74,-0.6567308182841955,0.015806746,-0.5038217405000001,0.540362718
Sox-35th-Dan Ryan,75,0.5827408897542874,0.0066191614,-0.47393506025,0.4964594697500002
Sox-35th-Dan Ryan,76,-0.5535748561052465,0.000894747075,-0.51681847525,0.48254649125000026
Sox-35th-Dan Ryan,77,0.5957748312307203,0.0364823465,-0.45907716175,0.54598735875
Sox-35th-Dan Ryan,78,-0.5767145840014329,0.017784821,-0.5024274765,0.5162095107500001
Sox-35th-Dan Ryan,79,0.291259683962477,0.02014115,-0.48278852424999996,0.5214391052500001
Sox-35th-Dan Ryan,80,0.0167202734159515,0.012892517,-0.491841037,0.5019328480000002
Sox-35th-Dan Ryan,81,-0.0201216372394421,0.019213453999999998,-0.485488977,0.5124288475000001
Sox-35th-Dan Ryan,82,-0.0383211589943064,-0.0051630098,-0.54264140925,0.5070119992500001
Sox-35th-Dan Ryan,83,0.243983301602416,0.0242763585,-0.47283192075,0.5086648617500001
Sox-35th-Dan Ryan,84,-0.2530581078857334,-0.0190076005,-0.51134317975,0.4710371597500001
Sox-35th-Dan Ryan,85,0.2650377149271605,0.014578653,-0.48896809175,0.48789083275000006
Sox-35th-Dan Ryan,86,-0.3835216429020365,0.00885219035,-0.47709240324999996,0.5251128092500001
Sox-35th-Dan Ryan,87,-0.0145987994211527,0.0059802347,-0.48158682625,0.4887300625000001
Sox-35th-Dan Ryan,88,0.3559429000960348,0.0090846911,-0.48397971524999994,0.5198878017500003
Sox-35th-Dan Ryan,89,-0.4433893434401454,0.0150947315,-0.5282071975,0.5171505240000003
Sox-35th-Dan Ryan,90,0.0854038294978005,-0.0131260225,-0.53144707125,0.48625108100000003
Sox-35th-Dan Ryan,91,-0.1999189040488502,0.00167709265,-0.48010112675,0.52421703625
Sox-35th-Dan Ryan,92,-0.0732273844204112,-0.0032443599000000004,-0.5338385335,0.5038791517500001
Sox-35th-Dan Ryan,93,-0.0080934438720197,-0.00480960715,-0.48209304425,0.516800968
Sox-35th-Dan Ryan,94,-0.0182868702289349,-0.019067471,-0.52202341975,0.47115008300000016
Sox-35th-Dan Ryan,95,-0.0194031637133855,-0.0283352645,-0.5132524285,0.45103875475000044
Sox-35th-Dan Ryan,96,-0.0278328434870802,-0.031426079499999995,-0.5336887914999999,0.4330087070000001
Sox-35th-Dan Ryan,97,-0.3141248277295245,-0.0260695385,-0.5618519635,0.48989551425000005
Sox-35th-Dan Ryan,98,0.2608717425646292,-0.017775464999999997,-0.5211737572499999,0.46720552075000005
Sox-35th-Dan Ryan,99,0.0151367783858917,-0.0670374665,-0.55225741025,0.4135695532500001
Sox-35th-Dan Ryan,100,-0.0797664645778573,-0.040348882,-0.538371112,0.44456171424999996
Sox-35th-Dan Ryan,101,-0.2988150293213332,-0.048688536500000004,-0.5591847085,0.4742690910000001
Sox-35th-Dan Ryan,102,-0.1711885999244016,-0.049873719,-0.5420769317499999,0.44107614825
Sox-35th-Dan Ryan,103,0.2435444436596423,0.10638523999999999,-0.43183608549999997,0.58662305825
Sox-35th-Dan Ryan,104,0.2341717370899774,-0.00035212162500000005,-0.48046583175,0.5196199525
Sox-35th-Dan Ryan,105,-0.0160506279802641,0.0658872125,-0.447063954,0.5656031772500001
Sox-35th-Dan Ryan,106,0.0365494722710897,0.036510151000000005,-0.45903309799999986,0.518454346
Sox-35th-Dan Ryan,107,-0.0368889732079784,0.040642741999999996,-0.4513419695,0.5242350025000001
Sox-35th-Dan Ryan,108,0.0529048982818922,0.0109557235,-0.49411758525,0.49666893375000043
Sox-35th-Dan Ryan,109,0.0120579810203329,0.0069161609,-0.4766090515,0.50702474625
Sox-35th-Dan Ryan,110,-0.0403668937385086,0.0247285865,-0.49645626775,0.5093777012500001
Sox-35th-Dan Ryan,111,0.0806966160732338,0.0056092507,-0.4561226185,0.5309853985
Sox-35th-Dan Ryan,112,0.0187713655881021,0.0198689475,-0.47504101575,0.5046080962500001
Sox-35th-Dan Ryan,113,-0.095720181860079,0.0009718274999999999,-0.4911820805,0.49017902150000003
Sox-35th-Dan Ryan,114,0.0560514579470456,0.024792362,-0.49622805975,0.5074208747500001
Sox-35th-Dan Ryan,115,0.0533716490793585,0.011926151,-0.4964252055,0.53640069875
Sox-35th-Dan Ryan,116,0.4007861974667044,0.0230374435,-0.47579121750000003,0.5334740057500001
Sox-35th-Dan Ryan,117,0.1442979162373125,0.0053596291,-0.49674483925,0.48850305750000006
Sox-35th-Dan Ryan,118,-0.2787072761879896,0.0160257585,-0.43808154675,0.5136090220000001
Sox-35th-Dan Ryan,119,0.1189660656092286,0.020997414,-0.49487196325,0.5207686342500002
Sox-35th-Dan Ryan,120,-0.0256842491990916,-0.0033795168,-0.5176325727500001,0.5278917785000001
Sox-35th-Dan Ryan,121,-0.0643871113052778,0.0186278495,-0.551432147,0.50478792475
Sox-35th-Dan Ryan,122,0.3767970490209711,0.0061145202,-0.47149274799999996,0.4968297282500001
Sox-35th-Dan Ryan,123,-0.4126672923050236,0.0139636185,-0.43810302175000004,0.5047202877500002
Sox-35th-Dan Ryan,124,0.5149713211456959,0.012408745499999999,-0.497412424,0.48352870925000024
Sox-35th-Dan Ryan,125,-0.1874629562943726,0.0070066359000000005,-0.48800811025,0.50291560925
Sox-35th-Dan Ryan,126,-0.4720676134665869,0.0217802665,-0.50436321975,0.49183146550000006
Sox-35th-Dan Ryan,127,0.7293232667831697,0.0015903291000000002,-0.5369889665,0.50255237325
Sox-35th-Dan Ryan,128,-0.5231686506128401,0.012531408,-0.49386798525,0.50220560775
Sox-35th-Dan Ryan,129,0.484395560487064,0.020384793,-0.48672987875,0.52846703575
Sox-35th-Dan Ryan,130,-0.522752431663978,0.0093707771,-0.516323789,0.5279300105
Sox-35th-Dan Ryan,131,-0.1677977449934156,0.0097777883,-0.49414187075,0.5239263027500004
Sox-35th-Dan Ryan,132,0.637838542742565,0.0049268548999999995,-0.48052302474999997,0.5402339862500001
Sox-35th-Dan Ryan,133,-0.4004831140472396,0.0109142455,-0.5439957822499999,0.5222183702500001
Sox-35th-Dan Ryan,134,0.5303957199600875,0.0027624261,-0.4954801685,0.5227613020000003
Sox-35th-Dan Ryan,135,-0.5938761597299873,0.0041332960500000005,-0.503184206,0.5226144860000003
Sox-35th-Dan Ryan,136,0.3947184403624257,-0.010226619999999999,-0.49853923949999995,0.4899294055
Sox-35th-Dan Ryan,137,-0.129301015661313,-0.0061275123,-0.5125913685,0.5223459165000003
Sox-35th-Dan Ryan,138,0.0220799107233009,0.011927091,-0.50107963425,0.5439004280000002
Sox-35th-Dan Ryan,139,0.1005768941584772,0.010748303,-0.5121559795,0.5034877485000001
Sox-35th-Dan Ryan,140,-0.3761754479935382,0.0015871622,-0.476874708,0.5230961172500002
Sox-35th-Dan Ryan,141,0.3405630733478118,0.017549262,-0.482207815,0.500371274
Sox-35th-Dan Ryan,142,-0.2869724781887566,-0.023824936499999998,-0.5121812265,0.48610340150000014
Sox-35th-Dan Ryan,143,-0.0896445986622245,0.0195165625,-0.4798866875,0.5133014792500002
Sox-35th-Dan Ryan,144,-0.0319953462844644,-0.036759817,-0.48389133475,0.4565367760000001
Sox-35th-Dan Ryan,145,-0.0098174752787052,0.0027003784,-0.44875624625,0.48519831800000013
Sox-35th-Dan Ryan,146,-0.0305324410305871,-0.0120282455,-0.5320809934999999,0.4746454835
Sox-35th-Dan Ryan,147,0.005679989305138,-0.044497886,-0.52570232325,0.4726323980000003
Sox-35th-Dan Ryan,148,0.0366219088849257,-0.0377436165,-0.5021401522500001,0.44249640050000005
Sox-35th-Dan Ryan,149,-0.3414142253476431,-0.0254738325,-0.5108104662499999,0.46763724050000016
Sox-35th-Dan Ryan,150,0.22445962959147,-0.0359903025,-0.539341166,0.5048361695
Sox-35th-Dan Ryan,151,0.0699218567688753,-0.06605309000000001,-0.5604489085,0.426338791
Sox-35th-Dan Ryan,152,-0.099463999789255,-0.0417072375,-0.5460077075,0.4838869967500001
Sox-35th-Dan Ryan,153,-0.0984307304676699,-0.069543598,-0.56940109075,0.45862242075
Sox-35th-Dan Ryan,154,-0.3045989820381773,-0.0544487895,-0.5663044515,0.46988481075000016
Sox-35th-Dan Ryan,155,0.1639098536060768,-0.061676289499999995,-0.5512610259999999,0.4306621317500003
Sox-35th-Dan Ryan,156,0.1443694429258455,0.09995818100000001,-0.38088549725,0.5975170200000001
Sox-35th-Dan Ryan,157,-0.213337735027526,0.00359080335,-0.4704441505,0.47371964125000005
Sox-35th-Dan Ryan,158,0.3243909126441755,0.0619163885,-0.43777795425,0.5675111020000001
Sox-35th-Dan Ryan,159,0.0333772027672436,0.016329662,-0.4511624355,0.5100690867500002
Sox-35th-Dan Ryan,160,-0.0082837646876718,0.0065491036999999995,-0.5154108577500001,0.5431886247500002
Sox-35th-Dan Ryan,161,-0.0251822914271802,0.03604348,-0.4657503065,0.5171758952500001
Sox-35th-Dan Ryan,162,0.0302814771012318,0.0061794547,-0.46736646425,0.5035875277499999
Sox-35th-Dan Ryan,163,-0.0054458361671665,0.0185394885,-0.47014013299999996,0.5016758135000001
Sox-35th-Dan Ryan,164,-0.0299133766670927,0.0016241239,-0.5104924224999999,0.49103055675000024
Sox-35th-Dan Ryan,165,0.0482924580737442,0.010291749,-0.522289951,0.5053514665000001
Sox-35th-Dan Ryan,166,0.0190498006135655,0.028661499,-0.4889437605,0.48995690724999996
Sox-35th-Dan Ryan,167,0.4272407059746799,0.010165583999999998,-0.50438963925,0.5043583430000002
Sox-35th-Dan Ryan,168,-0.1548498694314615,-0.00596805645,-0.49031128925,0.5108438440000002
Sox-35th-Dan Ryan,169,0.0822364249482658,0.032279177,-0.481577233,0.511450575
Sox-35th-Dan Ryan,170,-0.0337702935665182,0.00954826215,-0.49571123249999993,0.5070431885000001
Sox-35th-Dan Ryan,171,-0.0663008355604226,0.017441472,-0.488904925,0.5366157225000002
Sox-35th-Dan Ryan,172,0.090774757163242,-0.0014382148,-0.48860783599999996,0.5124192782500004
Sox-35th-Dan Ryan,173,0.0171134692896188,0.016486054,-0.48020310675,0.473728065
Sox-35th-Dan Ryan,174,-0.0395903555226899,0.00892251965,-0.49214985725,0.51285033075
Sox-35th-Dan Ryan,175,0.1736591131834899,0.009180433,-0.47179177725,0.49068007200000013
Sox-35th-Dan Ryan,176,-0.1921470860033194,0.00469636375,-0.489325263,0.5127857460000002
Sox-35th-Dan Ryan,177,0.1997409057180732,0.0146458925,-0.46110095124999995,0.47855223025
Sox-35th-Dan Ryan,178,-0.3047046258366954,-8.894889499999999e-05,-0.4758665745,0.5044910430000001
Sox-35th-Dan Ryan,179,0.2361907600439439,0.022554662,-0.476550893,0.47057340300000017
Sox-35th-Dan Ryan,180,0.3638701681396332,0.007495311100000001,-0.47297145374999994,0.49962188
Sox-35th-Dan Ryan,181,-0.6453960555606235,0.011113605,-0.47144169399999997,0.556311892
Sox-35th-Dan Ryan,182,0.3965024561493857,0.0096527717,-0.4875689835,0.5379698730000001
Sox-35th-Dan Ryan,183,-0.4222387709515329,0.0090020161,-0.51180572075,0.48479801125
Sox-35th-Dan Ryan,184,0.2328342719521119,0.00863289605,-0.48537146024999994,0.49654541075000014
Sox-35th-Dan Ryan,185,0.0859732323614466,0.0104702595,-0.503310916,0.5214381472500003
Sox-35th-Dan Ryan,186,0.0858494635750366,-0.0045490036000000005,-0.53512565775,0.5209969925000003
Sox-35th-Dan Ryan,187,0.0711040879822322,0.00661447465,-0.4917493745,0.5092566585000001
Sox-35th-Dan Ryan,188,-0.16693378141587,-0.000855544165,-0.50089959775,0.5090986927500001
Sox-35th-Dan Ryan,189,0.2433013913611867,0.00449965265,-0.524052781,0.5025165635000001
Sox-35th-Dan Ryan,190,-0.4323322039253767,0.010810744,-0.4690090825,0.49838534050000033
Sox-35th-Dan Ryan,191,0.3449979114675976,0.0025473443,-0.471637449,0.5392836847500003
Sox-35th-Dan Ryan,192,-0.3459755879345891,0.011187027,-0.49454138999999997,0.5111580295000002
Sox-35th-Dan Ryan,193,0.2196028921367832,0.0132388035,-0.47667147499999996,0.52652330175
Sox-35th-Dan Ryan,194,-0.3892628530679234,0.013887782,-0.4983392335,0.4896924377500001
Sox-35th-Dan Ryan,195,0.0285635778849338,-0.0248014685,-0.52041021925,0.46144542950000006
Sox-35th-Dan Ryan,196,0.0637074707971123,0.0048149494,-0.493712297,0.5041129505
Sox-35th-Dan Ryan,197,-0.0833479125526786,-0.0149239325,-0.5346200345000001,0.5071419145
Sox-35th-Dan Ryan,198,-0.0295327649024672,0.00543356875,-0.48942644049999995,0.4746942995000001
Sox-35th-Dan Ryan,199,-0.0217685907182101,-0.0549155375,-0.548798966,0.4467067932500001
Sox-35th-Dan Ryan,200,0.0032193186757911,-0.00718606805,-0.53427236975,0.4875318045000001
Sox-35th-Dan Ryan,201,0.0022473723240166,-0.050070331499999995,-0.5505842787499999,0.4058835272500001
Sox-35th-Dan Ryan,202,-0.356457354711976,-0.02733797,-0.5234569960000001,0.5066606545000001
Sox-35th-Dan Ryan,203,0.2014511284859823,-0.0651590675,-0.5496732915,0.4227654160000002
Sox-35th-Dan Ryan,204,-0.0363191040160222,-0.0330176675,-0.5281001605,0.44978309425
Sox-35th-Dan Ryan,205,-0.0341660403853971,-0.059508292000000004,-0.54168437375,0.41360407725
Sox-35th-Dan Ryan,206,-0.4128251252007651,-0.0559514205,-0.52978457375,0.45528838925000004
Sox-35th-Dan Ryan,207,0.316630576557019,-0.0370815045,-0.551347298,0.45555885625
Clark/Lake,0,0.0063009275622167,0.0063009276,0.0063009276,0.0063009276
Clark/Lake,1,-0.0770407072737722,0.0519656835,-0.19761877225,0.31078792775
Clark/Lake,2,0.0967607243885755,0.044381912499999995,-0.203581287,0.3104548535000001
Clark/Lake,3,0.0357049065035219,0.057277507500000005,-0.21775851524999998,0.31393036750000003
Clark/Lake,4,-0.0375090113302212,0.0107054635,-0.2404861545,0.26838973575
Clark/Lake,5,-0.0103612195600364,0.0234921905,-0.2239772545,0.28595655375
Clark/Lake,6,0.1523679931514001,0.016848725000000002,-0.231448154,0.27736546225
Clark/Lake,7,0.045929368324681,0.028866041000000002,-0.24795717099999998,0.30098512525000004
Clark/Lake,8,0.1015312593694197,0.0023948599,-0.26266450575,0.25519151600000006
Clark/Lake,9,-0.0061020585974267,0.0121123655,-0.25673004499999996,0.2730857710000001
Clark/Lake,10,0.028879042140403,0.0077280309,-0.25343977925,0.2634267555000001
Clark/Lake,11,0.0247973554266618,0.008637907600000001,-0.2659414015,0.2874183807500001
Clark/Lake,12,-0.011180542619229,0.012791694499999999,-0.24935261775,0.28098697975000003
Clark/Lake,13,0.0281165601366133,0.01762499,-0.24997536499999998,0.2749441225
Clark/Lake,14,0.0012138806082182,0.016777728999999998,-0.2476376055,0.2846297755
Clark/Lake,15,0.0552519026754696,0.022232335,-0.2475477105,0.28342967100000005
Clark/Lake,16,0.0562818291351447,0.0042950331,-0.26536819925,0.2700547815
Clark/Lake,17,0.0628977154763781,0.0109498075,-0.24312967625,0.27376330750000005
Clark/Lake,18,0.1036844707305775,0.0007798879249999999,-0.24519255625,0.26585958725000003
Clark/Lake,19,0.0222758025964466,0.00864870555,-0.257047031,0.25590950825000003
Clark/Lake,20,0.0761954723021052,0.00927460965,-0.234549078,0.2774300752500001
Clark/Lake,21,0.1329611768774548,0.015175348500000001,-0.24517464049999999,0.29317129450000007
Clark/Lake,22,0.0669458657857635,0.000644321625,-0.27284006575,0.28109605350000005
Clark/Lake,23,-0.0139966771616908,0.008540522200000001,-0.266694014,0.28301699000000013
Clark/Lake,24,0.0280924008722287,0.01207629,-0.2665981625,0.27438657225
Clark/Lake,25,-0.0018133431894096,0.016587035,-0.26454162875,0.2970368525
Clark/Lake,26,0.133941144730235,0.016368465,-0.2510678725,0.28510864250000006
Clark/Lake,27,0.0292186800528515,0.0072906633,-0.26414477825,0.2665645447500001
Clark/Lake,28,0.0650062214667261,0.0289613715,-0.2426389275,0.30641258800000004
Clark/Lake,29,-0.019268690872245,-0.0107551815,-0.27758919675,0.254635592
Clark/Lake,30,-0.0347079160977372,0.0089375605,-0.26259962475,0.28379134300000003
Clark/Lake,31,-0.0401970873396102,-0.00864097585,-0.251163175,0.25103371125000007
Clark/Lake,32,0.0022505252197415,0.0089922127,-0.25710835725,0.2686590367500001
Clark/Lake,33,0.0327931189974517,-0.006256131450000001,-0.253913268,0.25397418475
Clark/Lake,34,-0.0443809723553609,0.015504104500000001,-0.26465078000000003,0.28128287875
Clark/Lake,35,0.1130194428792474,0.0039663564,-0.25825538825,0.27454600800000006
Clark/Lake,36,-0.0144606602238006,0.0080875571,-0.2553464525,0.2818478055000001
Clark/Lake,37,-0.0273716540764112,-0.00196624815,-0.2463381995,0.2743682585000001
Clark/Lake,38,0.0038433869073966,-0.015334094,-0.27385015749999997,0.2436299215
Clark/Lake,39,0.0695904711992252,-0.005679717,-0.28098539425,0.24444913225
Clark/Lake,40,-0.0616860468125839,-0.0103055685,-0.27141216125,0.24782074850000005
Clark/Lake,41,-0.0596647106608063,-0.016120356,-0.27875066400000004,0.2515272355
Clark/Lake,42,0.0448073766674355,-0.01129784,-0.25671445425,0.26886006675
Clark/Lake,43,-0.0402980417726261,-0.03930188749999999,-0.33401017400000005,0.22465532675000008
Clark/Lake,44,0.0652608943218275,-0.034527932,-0.2888148965,0.2241187752500001
Clark/Lake,45,-0.3399491226292355,-0.0320402925,-0.30504188875,0.23557159275000003
Clark/Lake,46,0.3201394311656926,-0.0388588215,-0.30050886624999995,0.21840413050000004
Clark/Lake,47,-0.0143452270692101,-0.07746729150000001,-0.35042180949999996,0.19501464325000004
Clark/Lake,48,-0.0103107583547892,-0.059198627,-0.34292579575000004,0.19912000925000012
Clark/Lake,49,-0.4994677066466231,-0.072748341,-0.342777693,0.19417765800000003
Clark/Lake,50,-0.1596761738056269,-0.06534791100000001,-0.3346484905,0.197572126
Clark/Lake,51,0.0496215032054117,0.080255618,-0.18616395075,0.35463282925000006
Clark/Lake,52,0.0960427172561626,0.0421999605,-0.23084212475,0.32471014975
Clark/Lake,53,0.0253064947723622,0.0479006405,-0.21523492549999998,0.30264158925000006
Clark/Lake,54,0.0672023319599688,0.04853912,-0.216520718,0.3130049500000001
Clark/Lake,55,0.0367091378676072,0.0521445775,-0.209479213,0.30246651750000003
Clark/Lake,56,0.1266888680755169,0.02199993,-0.25454516525,0.27788344975
Clark/Lake,57,0.02500562752871,0.0247912325,-0.25014930724999995,0.3068517942500001
Clark/Lake,58,0.0199902095923718,0.023338013999999997,-0.23762681375,0.28524225975
Clark/Lake,59,0.1305238600964049,0.0249276205,-0.23757300375,0.2763189775000001
Clark/Lake,60,0.1478817150794036,-0.0054091372499999995,-0.261117057,0.27287486825
Clark/Lake,61,-0.017508614250973,0.009381845100000001,-0.25282719325,0.29234818075
Clark/Lake,62,-0.0735235333606549,0.0160917795,-0.25947735125,0.25987789200000005
Clark/Lake,63,-0.0206871385326081,-0.00033008246,-0.265468708,0.26501744600000005
Clark/Lake,64,0.0615475064645369,0.030919683,-0.22808086625000001,0.30208841775000006
Clark/Lake,65,-0.0226232366379743,0.00811338965,-0.266157515,0.2832067855000001
Clark/Lake,66,0.0378954823916313,0.009173000399999999,-0.25363835074999996,0.28618427175000005
Clark/Lake,67,0.0180006042994183,0.0227130105,-0.252572446,0.27543859150000005
Clark/Lake,68,-0.003522536108381,0.0082539785,-0.248362735,0.272634313
Clark/Lake,69,0.0782096992522891,0.013061401,-0.26599257275,0.27741314125000005
Clark/Lake,70,-0.0149482235468756,0.00421294415,-0.27523436025000003,0.292528406
Clark/Lake,71,0.000971173872297726,0.00555965015,-0.25229281574999995,0.25712310725000004
Clark/Lake,72,-0.0410950418542928,0.020252711,-0.24980468375,0.26960537725000006
Clark/Lake,73,0.1136085939814446,0.011448094499999999,-0.24226102400000002,0.26943824025
Clark/Lake,74,0.0087434930168068,0.011824122999999999,-0.26048659875,0.2671330215
Clark/Lake,75,-0.0353790222765972,0.0073016871,-0.24673462000000002,0.2869351302500001
Clark/Lake,76,0.0483124146416074,0.0231120905,-0.23609038324999998,0.26971153925000013
Clark/Lake,77,-0.161816435615707,0.0211231385,-0.25953175775000004,0.28292864050000005
Clark/Lake,78,0.1741088099811172,0.0149451105,-0.243631692,0.27338606825
